body_bytes,json_depth,total_keys,total_nodes,dict_count,list_count,string_count,number_count,bool_count,null_count,max_string_len,avg_string_len,max_list_len,avg_list_len,max_run_length_any_string,avg_run_length_strings,max_special_ratio,avg_special_ratio,max_space_ratio,avg_space_ratio,max_case_flip_ratio,avg_case_flip_ratio,min_unique_char_ratio,avg_unique_char_ratio,max_list_repeat_ratio,avg_list_repeat_ratio,repeated_list_count,large_list_count,long_item_list_count,has_key_field,key_len,key_run_length,key_special_ratio,key_unique_char_ratio,docStatusList_len,docStatusList_repeat_ratio,categoryIdList_len,categoryIdList_repeat_ratio,endpoint,source_file,tag
136.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.0,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.17937062937062936,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_18.json,normal
137.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.0,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.17937062937062936,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_19.json,normal
133.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.25,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.5,0.2543706293706294,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_2.json,normal
140.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.75,2.0,2.0,2.0,1.25,0.0,0.0,0.1111111111111111,0.027777777777777776,0.42857142857142855,0.23651348651348653,0.75,0.8640873015873016,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_20.json,normal
136.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.75,2.0,2.0,2.0,1.25,0.0,0.0,0.2,0.05,1.0,0.3793706293706294,0.75,0.8696428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_21.json,normal
138.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.25,2.0,2.0,2.0,1.25,0.0,0.0,0.14285714285714285,0.03571428571428571,0.6,0.2793706293706294,0.75,0.8839285714285714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_22.json,normal
139.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.5,2.0,2.0,2.0,1.25,0.0,0.0,0.125,0.03125,0.5,0.2543706293706294,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_23.json,normal
139.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.75,2.0,2.0,2.0,1.25,0.0,0.0,0.1111111111111111,0.027777777777777776,0.42857142857142855,0.23651348651348653,0.75,0.8640873015873016,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_24.json,normal
141.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.25,2.0,2.0,2.0,1.25,0.0,0.0,0.09090909090909091,0.022727272727272728,0.36363636363636365,0.2127039627039627,0.75,0.8969155844155844,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_25.json,normal
140.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.0,2.0,2.0,2.0,1.5,0.0,0.0,0.1,0.025,0.36363636363636365,0.19187062937062938,0.75,0.8946428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_26.json,normal
140.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.0,2.0,2.0,2.0,1.5,0.0,0.0,0.1,0.025,0.36363636363636365,0.19187062937062938,0.75,0.8946428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_27.json,normal
137.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.25,2.0,2.0,2.0,1.25,0.0,0.0,0.14285714285714285,0.03571428571428571,0.36363636363636365,0.17937062937062936,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_28.json,normal
140.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.75,2.0,2.0,2.0,1.25,0.0,0.0,0.1111111111111111,0.027777777777777776,0.42857142857142855,0.23651348651348653,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_29.json,normal
135.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.75,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.19187062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_3.json,normal
135.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.75,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.19187062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_4.json,normal
133.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.25,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.5,0.2543706293706294,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_5.json,normal
135.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.75,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.19187062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_6.json,normal
135.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.75,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.19187062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_7.json,normal
135.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.75,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.19187062937062938,0.75,0.8696428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_8.json,normal
135.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.5,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.2127039627039627,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_9.json,normal
130.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,8.5,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.12937062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_0.json,border
131.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,8.75,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.12937062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_1.json,border
298.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,168.0,50.5,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.39622641509433965,0.2284272331442143,0.08928571428571429,0.6919642857142857,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_2.json,border
138.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.5,2.0,2.0,2.0,1.25,0.0,0.0,0.125,0.03125,0.5,0.2543706293706294,0.75,0.8883928571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_3.json,border
139.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.5,2.0,2.0,2.0,1.25,0.0,0.0,0.125,0.03125,0.5,0.2543706293706294,0.75,0.8883928571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_4.json,border
136.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.0,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.12937062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_5.json,border
144.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.75,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.5,0.2543706293706294,0.75,0.8811813186813187,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_6.json,border
131.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,8.75,2.0,2.0,2.0,1.25,0.0,0.0,1.0,0.25,0.36363636363636365,0.12937062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_7.json,border
140.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.5,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.42857142857142855,0.23651348651348653,0.75,0.8883928571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_8.json,border
140.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.75,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.42857142857142855,0.23651348651348653,0.75,0.8918650793650793,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_9.json,border
2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_0.json,abnormal
28.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_1.json,abnormal
37.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_2.json,abnormal
59.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.9285714285714286,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_3.json,abnormal
59.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.9285714285714286,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_4.json,abnormal
142.0,4.0,6.0,9.0,3.0,1.0,5.0,0.0,0.0,0.0,14.0,9.0,2.0,2.0,2.0,1.2,0.0,0.0,0.125,0.025,0.5,0.2034965034965035,0.75,0.9107142857142858,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_5.json,abnormal
117.0,4.0,5.0,8.0,3.0,1.0,3.0,1.0,0.0,0.0,14.0,11.333333333333334,2.0,2.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.36363636363636365,0.1724941724941725,0.75,0.8928571428571429,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_6.json,abnormal
96.0,4.0,5.0,8.0,3.0,1.0,3.0,1.0,0.0,0.0,12.0,9.333333333333334,2.0,2.0,2.0,1.3333333333333333,0.0,0.0,0.125,0.041666666666666664,0.5,0.2878787878787879,0.75,0.875,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_7.json,abnormal
132.0,4.0,6.0,9.0,3.0,1.0,3.0,1.0,0.0,1.0,14.0,11.333333333333334,2.0,2.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.36363636363636365,0.1724941724941725,0.75,0.8928571428571429,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_8.json,abnormal
49.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_9.json,abnormal
