endpoint,source_file,tag,body_bytes,json_depth,total_keys,total_nodes,dict_count,list_count,string_count,number_count,bool_count,null_count,max_string_len,avg_string_len,max_list_len,avg_list_len,max_run_length_any_string,avg_run_length_strings,max_special_ratio,avg_special_ratio,max_space_ratio,avg_space_ratio,max_case_flip_ratio,avg_case_flip_ratio,min_unique_char_ratio,avg_unique_char_ratio,max_list_repeat_ratio,avg_list_repeat_ratio,repeated_list_count,large_list_count,long_item_list_count,has_key_field,key_len,key_run_length,key_special_ratio,key_unique_char_ratio,docStatusList_len,docStatusList_repeat_ratio,categoryIdList_len,categoryIdList_repeat_ratio
cms_doc_list,seed_ok_10.json,normal,102.0,3.0,3.0,8.0,1.0,2.0,5.0,0.0,0.0,0.0,15.0,8.6,2.0,2.0,2.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.89,0.5,0.5,0.0,0.0,0.0,1.0,15.0,1.0,0.0,0.8666666666666667,2.0,0.5,2.0,0.5
cms_doc_list,seed_ok_11.json,normal,75.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,8.0,7.333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.9523809523809524,1.0,1.0,2.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_12.json,normal,88.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,11.0,8.0,2.0,1.5,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.9128787878787878,1.0,0.75,1.0,0.0,0.0,1.0,11.0,1.0,0.0,0.8181818181818182,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_13.json,normal,88.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,12.0,8.0,2.0,1.5,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8392857142857143,1.0,0.75,1.0,0.0,0.0,1.0,12.0,2.0,0.0,0.75,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_14.json,normal,87.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,12.0,7.75,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.9583333333333334,1.0,0.75,1.0,0.0,0.0,1.0,12.0,1.0,0.0,0.8333333333333334,2.0,0.5,1.0,1.0
cms_doc_list,seed_ok_15.json,normal,78.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,10.0,8.333333333333334,1.0,1.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.9444444444444445,1.0,1.0,2.0,0.0,0.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_16.json,normal,79.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,15.0,8.666666666666666,1.0,1.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8666666666666667,1.0,1.0,2.0,0.0,0.0,1.0,15.0,2.0,0.0,0.6,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_17.json,normal,84.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,15.0,10.333333333333334,1.0,1.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8055555555555555,1.0,1.0,2.0,0.0,0.0,1.0,15.0,2.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_18.json,normal,90.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,13.0,8.5,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.945054945054945,1.0,0.75,1.0,0.0,0.0,1.0,13.0,1.0,0.0,0.9230769230769231,2.0,0.5,1.0,1.0
cms_doc_list,seed_ok_19.json,normal,88.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,9.0,8.0,2.0,1.5,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8402777777777778,1.0,0.75,1.0,0.0,0.0,1.0,9.0,1.0,0.0,0.7777777777777778,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_20.json,normal,88.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,14.0,8.0,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.9107142857142857,1.0,0.75,1.0,0.0,0.0,1.0,14.0,1.0,0.0,0.7857142857142857,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_21.json,normal,92.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,13.0,9.0,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.9615384615384616,1.0,0.75,1.0,0.0,0.0,1.0,13.0,1.0,0.0,0.8461538461538461,2.0,0.5,1.0,1.0
cms_doc_list,seed_ok_22.json,normal,87.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,13.0,7.75,2.0,1.5,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.8456959706959707,1.0,0.75,1.0,0.0,0.0,1.0,13.0,1.0,0.0,0.6923076923076923,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_23.json,normal,82.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,12.0,9.666666666666666,1.0,1.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8333333333333334,1.0,1.0,2.0,0.0,0.0,1.0,12.0,2.0,0.0,0.75,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_24.json,normal,90.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,15.0,8.5,2.0,1.5,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9083333333333333,1.0,0.75,1.0,0.0,0.0,1.0,15.0,2.0,0.0,0.8,2.0,0.5,1.0,1.0
cms_doc_list,seed_ok_25.json,normal,77.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,9.0,8.0,1.0,1.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.9107142857142857,1.0,1.0,2.0,0.0,0.0,1.0,8.0,2.0,0.0,0.875,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_26.json,normal,86.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,11.0,7.5,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8920454545454546,1.0,0.75,1.0,0.0,0.0,1.0,11.0,1.0,0.0,0.8181818181818182,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_27.json,normal,78.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,11.0,8.333333333333334,1.0,1.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.8838383838383838,1.0,1.0,2.0,0.0,0.0,1.0,11.0,1.0,0.0,0.8181818181818182,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_28.json,normal,89.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,13.0,8.25,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.9807692307692308,1.0,0.75,1.0,0.0,0.0,1.0,13.0,1.0,0.0,0.9230769230769231,2.0,0.5,1.0,1.0
cms_doc_list,seed_ok_29.json,normal,90.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,12.0,8.5,2.0,1.5,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8601190476190477,1.0,0.75,1.0,0.0,0.0,1.0,12.0,2.0,0.0,0.75,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_30.json,normal,79.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,13.0,8.666666666666666,1.0,1.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8397435897435898,1.0,1.0,2.0,0.0,0.0,1.0,13.0,2.0,0.0,0.7692307692307693,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_31.json,normal,92.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,12.0,9.0,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.9226190476190477,1.0,0.75,1.0,0.0,0.0,1.0,12.0,1.0,0.0,0.8333333333333334,2.0,0.5,1.0,1.0
cms_doc_list,seed_ok_32.json,normal,102.0,3.0,3.0,8.0,1.0,2.0,5.0,0.0,0.0,0.0,16.0,8.6,2.0,2.0,2.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8666666666666666,0.5,0.5,0.0,0.0,0.0,1.0,16.0,2.0,0.0,0.75,2.0,0.5,2.0,0.5
cms_doc_list,seed_ok_33.json,normal,81.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,13.0,9.333333333333334,1.0,1.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.8162393162393163,1.0,1.0,2.0,0.0,0.0,1.0,13.0,1.0,0.0,0.6153846153846154,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_34.json,normal,77.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,12.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8968253968253969,1.0,1.0,2.0,0.0,0.0,1.0,12.0,1.0,0.0,0.8333333333333334,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_35.json,normal,79.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,12.0,8.666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9722222222222222,1.0,1.0,2.0,0.0,0.0,1.0,12.0,1.0,0.0,0.9166666666666666,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_36.json,normal,92.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,14.0,9.0,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8839285714285714,1.0,0.75,1.0,0.0,0.0,1.0,14.0,1.0,0.0,0.7857142857142857,2.0,0.5,1.0,1.0
cms_doc_list,seed_ok_37.json,normal,88.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,11.0,8.0,2.0,1.5,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.9128787878787878,1.0,0.75,1.0,0.0,0.0,1.0,11.0,1.0,0.0,0.8181818181818182,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_38.json,normal,85.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,9.0,7.25,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8184523809523809,1.0,0.75,1.0,0.0,0.0,1.0,9.0,1.0,0.0,0.6666666666666666,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_39.json,normal,91.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,12.0,8.75,2.0,1.5,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8958333333333334,1.0,0.75,1.0,0.0,0.0,1.0,12.0,1.0,0.0,0.75,2.0,0.5,1.0,1.0
cms_doc_list,seed_ok_40.json,normal,99.0,3.0,3.0,8.0,1.0,2.0,5.0,0.0,0.0,0.0,14.0,8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.9285714285714285,0.5,0.5,0.0,0.0,0.0,1.0,14.0,1.0,0.0,0.7857142857142857,2.0,0.5,2.0,0.5
cms_doc_list,seed_ok_41.json,normal,82.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,12.0,9.666666666666666,1.0,1.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8611111111111112,1.0,1.0,2.0,0.0,0.0,1.0,12.0,2.0,0.0,0.8333333333333334,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_42.json,normal,89.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,14.0,8.25,2.0,1.5,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8422619047619048,1.0,0.75,1.0,0.0,0.0,1.0,14.0,1.0,0.0,0.7857142857142857,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_43.json,normal,80.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,12.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9722222222222222,1.0,1.0,2.0,0.0,0.0,1.0,12.0,1.0,0.0,0.9166666666666666,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_44.json,normal,77.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,13.0,8.0,1.0,1.0,2.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.8675213675213675,1.0,1.0,2.0,0.0,0.0,1.0,13.0,2.0,0.0,0.7692307692307693,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_45.json,normal,82.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,14.0,9.666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.8571428571428571,1.0,1.0,2.0,0.0,0.0,1.0,14.0,1.0,0.0,0.7142857142857143,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_46.json,normal,90.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,14.0,8.5,2.0,1.5,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.9226190476190477,1.0,0.75,1.0,0.0,0.0,1.0,14.0,1.0,0.0,0.8571428571428571,2.0,0.5,1.0,1.0
cms_doc_list,seed_ok_47.json,normal,92.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,13.0,9.0,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8798076923076923,1.0,0.75,1.0,0.0,0.0,1.0,13.0,1.0,0.0,0.7692307692307693,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_48.json,normal,85.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,11.0,7.25,2.0,1.5,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.8771645021645021,1.0,0.75,1.0,0.0,0.0,1.0,11.0,1.0,0.0,0.8181818181818182,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_49.json,normal,92.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,13.0,9.0,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.9423076923076923,1.0,0.75,1.0,0.0,0.0,1.0,13.0,1.0,0.0,0.7692307692307693,2.0,0.5,1.0,1.0
cms_doc_list,seed_ok_50.json,normal,87.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,10.0,7.75,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.9375,1.0,0.75,1.0,0.0,0.0,1.0,10.0,1.0,0.0,1.0,2.0,0.5,1.0,1.0
cms_doc_list,seed_ok_51.json,normal,91.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,13.0,8.75,2.0,1.5,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8841575091575091,1.0,0.75,1.0,0.0,0.0,1.0,13.0,1.0,0.0,0.8461538461538461,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_52.json,normal,87.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,12.0,7.75,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.875,1.0,0.75,1.0,0.0,0.0,1.0,12.0,1.0,0.0,0.75,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_53.json,normal,82.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,13.0,9.666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.8754578754578755,1.0,1.0,2.0,0.0,0.0,1.0,13.0,1.0,0.0,0.7692307692307693,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_54.json,normal,76.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,12.0,7.666666666666667,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9722222222222222,1.0,1.0,2.0,0.0,0.0,1.0,12.0,1.0,0.0,0.9166666666666666,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_55.json,normal,84.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,15.0,10.333333333333334,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8055555555555555,1.0,1.0,2.0,0.0,0.0,1.0,15.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_56.json,normal,90.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,13.0,8.5,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.9258241758241759,1.0,0.75,1.0,0.0,0.0,1.0,13.0,1.0,0.0,0.8461538461538461,2.0,0.5,1.0,1.0
cms_doc_list,seed_ok_57.json,normal,92.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,13.0,9.0,2.0,1.5,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.7996794871794872,1.0,0.75,1.0,0.0,0.0,1.0,13.0,2.0,0.0,0.6153846153846154,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_58.json,normal,84.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,10.0,7.0,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9142857142857143,1.0,0.75,1.0,0.0,0.0,1.0,10.0,1.0,0.0,0.8,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_59.json,normal,94.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,15.0,9.5,2.0,1.5,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.875,1.0,0.75,1.0,0.0,0.0,1.0,15.0,1.0,0.0,0.6666666666666666,2.0,0.5,1.0,1.0
cms_doc_list,seed_ok_60.json,normal,99.0,3.0,3.0,8.0,1.0,2.0,5.0,0.0,0.0,0.0,13.0,8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.9192307692307692,0.5,0.5,0.0,0.0,0.0,1.0,13.0,1.0,0.0,0.8461538461538461,2.0,0.5,2.0,0.5
cms_doc_list,seed_ok_61.json,normal,89.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,11.0,8.25,2.0,1.5,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8998917748917749,1.0,0.75,1.0,0.0,0.0,1.0,11.0,1.0,0.0,0.9090909090909091,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_62.json,normal,78.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,12.0,8.333333333333334,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8333333333333334,1.0,1.0,2.0,0.0,0.0,1.0,12.0,1.0,0.0,0.75,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_63.json,normal,81.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,13.0,9.333333333333334,1.0,1.0,2.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.8418803418803419,1.0,1.0,2.0,0.0,0.0,1.0,13.0,2.0,0.0,0.6923076923076923,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_64.json,normal,79.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,14.0,8.666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.8571428571428571,1.0,1.0,2.0,0.0,0.0,1.0,14.0,1.0,0.0,0.7142857142857143,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_65.json,normal,80.0,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,13.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.8974358974358975,1.0,1.0,2.0,0.0,0.0,1.0,13.0,1.0,0.0,0.6923076923076923,1.0,1.0,1.0,1.0
cms_doc_list,seed_ok_66.json,normal,89.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,11.0,8.25,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8920454545454546,1.0,0.75,1.0,0.0,0.0,1.0,11.0,1.0,0.0,0.8181818181818182,2.0,0.5,1.0,1.0
cms_doc_list,seed_ok_67.json,normal,90.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,13.0,8.5,2.0,1.5,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.9198717948717949,1.0,0.75,1.0,0.0,0.0,1.0,13.0,1.0,0.0,0.8461538461538461,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_68.json,normal,91.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,15.0,8.75,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8517857142857143,1.0,0.75,1.0,0.0,0.0,1.0,15.0,1.0,0.0,0.8,1.0,1.0,2.0,0.5
cms_doc_list,seed_ok_69.json,normal,94.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,14.0,9.5,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.9107142857142857,1.0,0.75,1.0,0.0,0.0,1.0,14.0,1.0,0.0,0.7857142857142857,2.0,0.5,1.0,1.0
cms_doc_list,seed_ok_70.json,normal,88.0,3.0,3.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,13.0,8.0,2.0,1.5,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.9198717948717949,1.0,0.75,1.0,0.0,0.0,1.0,13.0,1.0,0.0,0.8461538461538461,2.0,0.5,1.0,1.0
